# YTID,start_seconds,end_seconds,positive_labels
Umpe982WRGA, 30.0, 40.0, sigh
V9txnWLjP9k, 220.0, 230.0, sigh
W9SbZRsnjeI, 440.0, 450.0, sigh
WcRuvltoVKk, 30.0, 40.0, sigh
WmSdGxACCHo, 80.0, 90.0, sigh
Yv5I4RxBwt8, 120.0, 130.0, sigh
_kmTmXuM6NE, 30.0, 40.0, sigh
argQLfYD8Lo, 220.0, 230.0, sigh
b12vm6On2Jw, 30.0, 40.0, sigh
bCfXb8jtAsg, 200.0, 210.0, sigh
dcVG49Ymv2s, 30.0, 40.0, sigh
e3Ch3eXvJkw, 200.0, 210.0, sigh
g_GP-ky4ReM, 10.0, 20.0, sigh
gneFps8JJ9A, 30.0, 40.0, sigh
jHqMS40Rvp8, 30.0, 40.0, sigh
k34UrIT2HV4, 30.0, 40.0, sigh
kmlA-y6l35w, 350.0, 360.0, sigh
l1yNuko0_po, 30.0, 40.0, sigh
lujmI4gZ4cM, 560.0, 570.0, sigh
ncIjoWd6Y88, 30.0, 40.0, sigh
oMtUrXWtUOQ, 10.0, 20.0, sigh
ogyY4T6Y0rQ, 0.0, 10.0, sigh
sw1TLwRrxls, 130.0, 140.0, sigh
td5e4xtZ88E, 0.0, 10.0, sigh
w9EGDo9Yybc, 530.0, 540.0, sigh
z8CiZOOvzy0, 0.0, 6.0, sigh
zDBZGfheaqE, 220.0, 230.0, sigh
