# YTID,start_seconds,end_seconds,positive_labels
HPfBYRU8tVM, 30.0, 40.0, gasp
JMLA4lfYXeI, 590.0, 600.0, gasp
Jitb0fUgizQ, 30.0, 40.0, gasp
KqW_KEBYt4k, 30.0, 40.0, gasp
LWVoIm0WpxQ, 30.0, 40.0, gasp
NQMQulmyvm8, 18.0, 28.0, gasp
Q4F-rK7PLjA, 30.0, 40.0, gasp
RpozezPUFBs, 30.0, 40.0, gasp
VGI213Q9Yao, 300.0, 310.0, gasp
Vuqt6ip9kME, 30.0, 40.0, gasp
VxQ_TyerRZc, 6.0, 16.0, gasp
WVvr0UfwMq0, 0.0, 10.0, gasp
WcRuvltoVKk, 30.0, 40.0, gasp
Z6G4s8-upGk, 15.0, 25.0, gasp
ZXwjGZ9jLQE, 30.0, 40.0, gasp
ZoIO9vrp74I, 30.0, 40.0, gasp
_3ZOigx8e3c, 30.0, 40.0, gasp
a33oHfqV7sg, 30.0, 40.0, gasp
awoCnJ473jM, 30.0, 40.0, gasp
d6xZX6qMt10, 130.0, 140.0, gasp
dOXb4b--IEQ, 30.0, 40.0, gasp
e-zmqKq6Tog, 580.0, 590.0, gasp
egUbq3w-0j0, 30.0, 40.0, gasp
foZ533gozSE, 70.0, 80.0, gasp
gMgxy7Mx4FY, 30.0, 40.0, gasp
gneFps8JJ9A, 30.0, 40.0, gasp
hnC4FVkOogo, 30.0, 40.0, gasp
iO7KuOLVMk0, 550.0, 560.0, gasp
lWj16EFByCM, 30.0, 40.0, gasp
mk6XEQ-YJLk, 60.0, 70.0, gasp
nXEbnjwZVWE, 30.0, 40.0, gasp
ncmB3aaO1t0, 30.0, 40.0, gasp
oEDHtBsZUpU, 20.0, 30.0, gasp
oMDBxek1WIQ, 19.0, 29.0, gasp
qQEorTHiZCw, 30.0, 40.0, gasp
qUjX1RntqVw, 30.0, 40.0, gasp
rNi8bipBR8U, 30.0, 40.0, gasp
t8NF166Ywos, 0.0, 8.0, gasp
v-TizzU5E08, 30.0, 40.0, gasp
vW1nk4o9u5g, 30.0, 40.0, gasp
wP3GMCxIRDM, 30.0, 40.0, gasp
xnubmmeDWrw, 5.0, 15.0, gasp
yBc60WlhyGo, 20.0, 30.0, gasp
yFWWSIGB6-0, 30.0, 40.0, gasp
