# YTID,start_seconds,end_seconds,positive_labels
7Qtr6D2TWBE, 350.0, 360.0, keyboard
8evHpuXTcgM, 30.0, 40.0, keyboard
AL-dutJvx0s, 30.0, 40.0, keyboard
B8cX1eozARk, 260.0, 270.0, keyboard
C9f_yqkzqac, 510.0, 520.0, keyboard
D6VGsQPmhLU, 30.0, 40.0, keyboard
HKN2548Ts6A, 30.0, 40.0, keyboard
HwGK5RvNOFI, 30.0, 40.0, keyboard
I9auMdqQlmY, 30.0, 40.0, keyboard
Jcz09Kj0nAY, 490.0, 500.0, keyboard
Jz5wulRv1Ps, 30.0, 40.0, keyboard
KuLE8odpCc8, 100.0, 110.0, keyboard
MQtUV_cFcm8, 20.0, 30.0, keyboard
MWWihdWE2FE, 60.0, 70.0, keyboard
NXeVBvS5cxQ, 30.0, 40.0, keyboard
O_ps1uO85v0, 30.0, 40.0, keyboard
P9qEFBa2s8Q, 210.0, 220.0, keyboard
PZACLpEasFU, 30.0, 40.0, keyboard
PuvTDLP8lwM, 30.0, 40.0, keyboard
Q6rij_svhuc, 30.0, 40.0, keyboard
Ti0Ck0xTdw4, 30.0, 40.0, keyboard
Uvn7waPvseo, 30.0, 40.0, keyboard
V2znI68sdJQ, 30.0, 40.0, keyboard
VHUZvGxQbFA, 0.0, 10.0, keyboard
VQbC7Oth7wQ, 30.0, 40.0, keyboard
YUcV-grp898, 9.0, 19.0, keyboard
ZFs03gCSB_g, 270.0, 280.0, keyboard
ZJsfQXcblcg, 30.0, 40.0, keyboard
_h_0T05F0aI, 590.0, 600.0, keyboard
cWZLGpaVwwE, 30.0, 40.0, keyboard
ej9hTqRxWpA, 30.0, 40.0, keyboard
f0hBZBe9DmQ, 30.0, 40.0, keyboard
fYhJdb8ka3k, 30.0, 40.0, keyboard
g3kkGbxwSLQ, 30.0, 40.0, keyboard
gUZOZP-sgng, 330.0, 340.0, keyboard
hkr8KzMLwDA, 500.0, 510.0, keyboard
i6-3q-HP7Ws, 160.0, 170.0, keyboard
iyroRIRrXUw, 90.0, 100.0, keyboard
jeu-pldGAdw, 30.0, 40.0, keyboard
leIanf9R2R0, 230.0, 240.0, keyboard
mgihmWi364U, 80.0, 90.0, keyboard
oNj-Q5gtYz4, 30.0, 40.0, keyboard
p8VjOpgDz8A, 30.0, 40.0, keyboard
pAtXd0ljxbU, 20.0, 30.0, keyboard
rLmNuF9xTPI, 30.0, 40.0, keyboard
rTh92nlG9io, 30.0, 40.0, keyboard
uLdRi__nG2c, 30.0, 40.0, keyboard
ucNLu7zH3Qc, 470.0, 480.0, keyboard
whOLzTgCJds, 30.0, 40.0, keyboard
wmGt9eEfN0w, 30.0, 40.0, keyboard
ya2_YrNcvXw, 30.0, 40.0, keyboard
z2-3fMOOexU, 30.0, 40.0, keyboard
zZ7fLYS-CE8, 10.0, 20.0, keyboard
