# YTID,start_seconds,end_seconds,positive_labels
9VQlVWRvTuU, 580.0, 590.0, footsteps
HkkqouO9dhk, 30.0, 40.0, footsteps
JzhzqS3qoWM, 310.0, 320.0, footsteps
KLTcho2GWlY, 30.0, 40.0, footsteps
MaxFDvVavpE, 20.0, 30.0, footsteps
NaxkVOsjU9M, 80.0, 90.0, footsteps
PtgNHlRcC60, 30.0, 40.0, footsteps
Qke6klF2VgI, 30.0, 40.0, footsteps
RT234P5SzJo, 460.0, 470.0, footsteps
RfpfGVGqrq8, 340.0, 350.0, footsteps
RuNg2fBesuE, 10.0, 20.0, footsteps
SLq-Co_szYo, 30.0, 40.0, footsteps
SazBtubiBMc, 19.0, 29.0, footsteps
SrSHQPCtM64, 30.0, 40.0, footsteps
Stc_YLQ6jXA, 3.0, 13.0, footsteps
SwYSFL9pKV0, 150.0, 160.0, footsteps
V_s7JIG-LTo, 30.0, 40.0, footsteps
XJDN_0PKKIw, 9.0, 19.0, footsteps
Ym5riFoF8wo, 420.0, 430.0, footsteps
YvouhbVsfOc, 12.0, 22.0, footsteps
ZGrmfYmxXkc, 90.0, 100.0, footsteps
a4dgvEncdKE, 25.0, 35.0, footsteps
arkgpTGrhz8, 130.0, 140.0, footsteps
bfOLFECH_W8, 350.0, 360.0, footsteps
dS_WMy4T2nU, 30.0, 40.0, footsteps
du5eK2m3PEI, 30.0, 40.0, footsteps
eK4lJTWvaNs, 30.0, 40.0, footsteps
erGqO1pNJZE, 30.0, 40.0, footsteps
et5TUaG9oEM, 180.0, 190.0, footsteps
f8LqerexQng, 50.0, 60.0, footsteps
fW6s2NhVseY, 110.0, 120.0, footsteps
fqr6r501TLI, 280.0, 290.0, footsteps
gM4rjqjJecw, 30.0, 40.0, footsteps
givuO3DkSDQ, 510.0, 520.0, footsteps
hMsu6w5Ay44, 30.0, 40.0, footsteps
hrfru6t69IM, 380.0, 390.0, footsteps
hyPgrVW3db8, 30.0, 40.0, footsteps
i3E15O0LrNw, 30.0, 40.0, footsteps
iJUoER2xJYA, 40.0, 50.0, footsteps
jZ7vdtFf1Uo, 30.0, 40.0, footsteps
jhx3dMbU7As, 10.0, 20.0, footsteps
k6SSUXIHawg, 30.0, 40.0, footsteps
nvd_moe8RQ0, 30.0, 40.0, footsteps
rtvt9WLvWO0, 25.0, 35.0, footsteps
uGO7Sua0stM, 470.0, 480.0, footsteps
uOVdA2zTCDQ, 80.0, 90.0, footsteps
uR_fdNa55UQ, 30.0, 40.0, footsteps
uWLQfUlw1YE, 30.0, 40.0, footsteps
v2Ng8iGwf40, 30.0, 40.0, footsteps
wYREdw4nz4E, 30.0, 40.0, footsteps
xQCTXqu3tok, 30.0, 40.0, footsteps
xRI7bHwercI, 30.0, 40.0, footsteps
yXeKrbtMz2M, 10.0, 20.0, footsteps
